name,value,year,lastValue,rank
Drama,0,1892,0,19
TV Movie,0,1892,0,20
Documentary,12,1893,12,1
Comedy,2,1893,2,2
Action,1,1893,1,3
Animation,1,1893,1,4
Drama,1,1893,0,5
Thriller,0,1893,0,6
Foreign,0,1893,0,7
Mystery,0,1893,0,8
Western,0,1893,0,9
Music,0,1893,0,10
Adventure,0,1893,0,11
Crime,0,1893,0,12
Family,0,1893,0,13
Science Fiction,0,1893,0,14
War,0,1893,0,15
Romance,0,1893,0,16
Horror,0,1893,0,17
Fantasy,0,1893,0,18
History,0,1893,0,19
TV Movie,0,1893,0,20
Documentary,22,1894,12,1
Comedy,3,1894,2,2
Action,1,1894,1,3
Animation,1,1894,1,4
Drama,1,1894,1,5
Thriller,0,1894,0,6
Foreign,0,1894,0,7
Mystery,0,1894,0,8
Western,0,1894,0,9
Music,0,1894,0,10
Adventure,0,1894,0,11
Crime,0,1894,0,12
Family,0,1894,0,13
Science Fiction,0,1894,0,14
War,0,1894,0,15
Romance,0,1894,0,16
Horror,0,1894,0,17
Fantasy,0,1894,0,18
History,0,1894,0,19
TV Movie,0,1894,0,20
Documentary,26,1895,22,1
Comedy,4,1895,3,2
Action,1,1895,1,3
Animation,1,1895,1,4
Drama,1,1895,1,5
History,1,1895,0,6
Crime,0,1895,0,7
Foreign,0,1895,0,8
Mystery,0,1895,0,9
Western,0,1895,0,10
Music,0,1895,0,11
Adventure,0,1895,0,12
Family,0,1895,0,13
Thriller,0,1895,0,14
Science Fiction,0,1895,0,15
War,0,1895,0,16
Romance,0,1895,0,17
Horror,0,1895,0,18
Fantasy,0,1895,0,19
TV Movie,0,1895,0,20
Documentary,32,1896,26,1
Comedy,5,1896,4,2
Horror,3,1896,0,3
Drama,2,1896,1,4
Action,1,1896,1,5
Animation,1,1896,1,6
History,1,1896,1,7
Fantasy,1,1896,0,8
Romance,1,1896,0,9
Adventure,0,1896,0,10
Foreign,0,1896,0,11
Mystery,0,1896,0,12
Western,0,1896,0,13
Music,0,1896,0,14
Family,0,1896,0,15
Crime,0,1896,0,16
Thriller,0,1896,0,17
Science Fiction,0,1896,0,18
War,0,1896,0,19
TV Movie,0,1896,0,20
Documentary,33,1897,32,1
Comedy,5,1897,5,2
Horror,4,1897,3,3
Drama,3,1897,2,4
Action,2,1897,1,5
History,2,1897,1,6
Fantasy,2,1897,1,7
Animation,1,1897,1,8
Romance,1,1897,1,9
War,1,1897,0,10
Music,0,1897,0,11
Foreign,0,1897,0,12
Mystery,0,1897,0,13
Western,0,1897,0,14
Family,0,1897,0,15
Adventure,0,1897,0,16
Crime,0,1897,0,17
Thriller,0,1897,0,18
Science Fiction,0,1897,0,19
TV Movie,0,1897,0,20
Documentary,34,1898,33,1
Fantasy,9,1898,2,2
Comedy,8,1898,5,3
Drama,4,1898,3,4
Horror,4,1898,4,5
Action,2,1898,2,6
History,2,1898,2,7
War,1,1898,1,8
Family,1,1898,0,9
Romance,1,1898,1,10
Animation,1,1898,1,11
Science Fiction,0,1898,0,12
Thriller,0,1898,0,13
Crime,0,1898,0,14
Adventure,0,1898,0,15
Music,0,1898,0,16
Western,0,1898,0,17
Mystery,0,1898,0,18
Foreign,0,1898,0,19
TV Movie,0,1898,0,20
Documentary,34,1899,34,1
Fantasy,12,1899,9,2
Comedy,10,1899,8,3
Horror,6,1899,4,4
Drama,4,1899,4,5
Family,2,1899,1,6
History,2,1899,2,7
Action,2,1899,2,8
Animation,1,1899,1,9
Romance,1,1899,1,10
War,1,1899,1,11
Science Fiction,1,1899,0,12
Thriller,0,1899,0,13
Crime,0,1899,0,14
Adventure,0,1899,0,15
Music,0,1899,0,16
Western,0,1899,0,17
Mystery,0,1899,0,18
Foreign,0,1899,0,19
TV Movie,0,1899,0,20
Documentary,37,1900,34,1
Fantasy,14,1900,12,2
Comedy,12,1900,10,3
Horror,6,1900,6,4
Drama,5,1900,4,5
Action,3,1900,2,6
Romance,3,1900,1,7
Family,2,1900,2,8
History,2,1900,2,9
War,1,1900,1,10
Animation,1,1900,1,11
Science Fiction,1,1900,1,12
Thriller,1,1900,0,13
Crime,0,1900,0,14
Adventure,0,1900,0,15
Music,0,1900,0,16
Western,0,1900,0,17
Mystery,0,1900,0,18
Foreign,0,1900,0,19
TV Movie,0,1900,0,20
Documentary,41,1901,37,1
Comedy,16,1901,12,2
Fantasy,16,1901,14,3
Horror,7,1901,6,4
Drama,6,1901,5,5
Romance,3,1901,3,6
Action,3,1901,3,7
Science Fiction,2,1901,1,8
Family,2,1901,2,9
History,2,1901,2,10
War,1,1901,1,11
Animation,1,1901,1,12
Thriller,1,1901,1,13
Crime,1,1901,0,14
Adventure,0,1901,0,15
Music,0,1901,0,16
Western,0,1901,0,17
Mystery,0,1901,0,18
Foreign,0,1901,0,19
TV Movie,0,1901,0,20
Documentary,41,1902,41,1
Fantasy,18,1902,16,2
Comedy,16,1902,16,3
Horror,7,1902,7,4
Drama,6,1902,6,5
Science Fiction,3,1902,2,6
Romance,3,1902,3,7
Family,3,1902,2,8
Action,3,1902,3,9
History,2,1902,2,10
Adventure,2,1902,0,11
War,1,1902,1,12
Animation,1,1902,1,13
Thriller,1,1902,1,14
Crime,1,1902,1,15
Music,0,1902,0,16
Western,0,1902,0,17
Mystery,0,1902,0,18
Foreign,0,1902,0,19
TV Movie,0,1902,0,20
Documentary,43,1903,41,1
Fantasy,27,1903,18,2
Comedy,21,1903,16,3
Horror,10,1903,7,4
Drama,7,1903,6,5
Action,5,1903,3,6
Adventure,4,1903,2,7
Science Fiction,3,1903,3,8
Family,3,1903,3,9
Romance,3,1903,3,10
History,2,1903,2,11
War,1,1903,1,12
Thriller,1,1903,1,13
Crime,1,1903,1,14
Animation,1,1903,1,15
Music,1,1903,0,16
Western,1,1903,0,17
Mystery,0,1903,0,18
Foreign,0,1903,0,19
TV Movie,0,1903,0,20
Documentary,44,1904,43,1
Fantasy,29,1904,27,2
Comedy,23,1904,21,3
Horror,10,1904,10,4
Drama,7,1904,7,5
Action,5,1904,5,6
Adventure,5,1904,4,7
Science Fiction,4,1904,3,8
Family,3,1904,3,9
Romance,3,1904,3,10
History,2,1904,2,11
War,1,1904,1,12
Thriller,1,1904,1,13
Crime,1,1904,1,14
Animation,1,1904,1,15
Music,1,1904,1,16
Western,1,1904,1,17
Mystery,0,1904,0,18
Foreign,0,1904,0,19
TV Movie,0,1904,0,20
Documentary,45,1905,44,1
Fantasy,31,1905,29,2
Comedy,24,1905,23,3
Horror,10,1905,10,4
Drama,8,1905,7,5
Action,5,1905,5,6
Adventure,5,1905,5,7
Science Fiction,4,1905,4,8
Family,3,1905,3,9
Romance,3,1905,3,10
History,2,1905,2,11
War,1,1905,1,12
Thriller,1,1905,1,13
Crime,1,1905,1,14
Animation,1,1905,1,15
Music,1,1905,1,16
Western,1,1905,1,17
Mystery,0,1905,0,18
Foreign,0,1905,0,19
TV Movie,0,1905,0,20
Documentary,45,1906,45,1
Fantasy,35,1906,31,2
Comedy,30,1906,24,3
Horror,11,1906,10,4
Drama,9,1906,8,5
Action,6,1906,5,6
Adventure,5,1906,5,7
Science Fiction,5,1906,4,8
Crime,3,1906,1,9
Family,3,1906,3,10
Romance,3,1906,3,11
History,3,1906,2,12
Animation,2,1906,1,13
War,1,1906,1,14
Thriller,1,1906,1,15
Music,1,1906,1,16
Western,1,1906,1,17
Mystery,0,1906,0,18
Foreign,0,1906,0,19
TV Movie,0,1906,0,20
Documentary,45,1907,45,1
Fantasy,38,1907,35,2
Comedy,33,1907,30,3
Horror,12,1907,11,4
Drama,9,1907,9,5
Action,6,1907,6,6
Adventure,5,1907,5,7
Science Fiction,5,1907,5,8
Crime,3,1907,3,9
Family,3,1907,3,10
Romance,3,1907,3,11
History,3,1907,3,12
Animation,2,1907,2,13
War,1,1907,1,14
Thriller,1,1907,1,15
Music,1,1907,1,16
Western,1,1907,1,17
Mystery,0,1907,0,18
Foreign,0,1907,0,19
TV Movie,0,1907,0,20
Documentary,45,1908,45,1
Fantasy,39,1908,38,2
Comedy,36,1908,33,3
Horror,13,1908,12,4
Drama,9,1908,9,5
Action,6,1908,6,6
Science Fiction,6,1908,5,7
Adventure,5,1908,5,8
Animation,4,1908,2,9
Crime,4,1908,3,10
Family,3,1908,3,11
Romance,3,1908,3,12
History,3,1908,3,13
War,1,1908,1,14
Thriller,1,1908,1,15
Music,1,1908,1,16
Western,1,1908,1,17
Mystery,0,1908,0,18
Foreign,0,1908,0,19
TV Movie,0,1908,0,20
Documentary,46,1909,45,1
Fantasy,42,1909,39,2
Comedy,40,1909,36,3
Horror,15,1909,13,4
Drama,13,1909,9,5
Action,7,1909,6,6
Science Fiction,6,1909,6,7
Adventure,5,1909,5,8
Animation,4,1909,4,9
Crime,4,1909,4,10
Family,3,1909,3,11
Romance,3,1909,3,12
History,3,1909,3,13
Thriller,2,1909,1,14
Music,2,1909,1,15
War,1,1909,1,16
Western,1,1909,1,17
Mystery,0,1909,0,18
Foreign,0,1909,0,19
TV Movie,0,1909,0,20
Documentary,47,1910,46,1
Fantasy,44,1910,42,2
Comedy,41,1910,40,3
Drama,16,1910,13,4
Horror,16,1910,15,5
Action,7,1910,7,6
Adventure,7,1910,5,7
Science Fiction,7,1910,6,8
Animation,4,1910,4,9
Crime,4,1910,4,10
Family,3,1910,3,11
Romance,3,1910,3,12
History,3,1910,3,13
War,2,1910,1,14
Thriller,2,1910,2,15
Music,2,1910,2,16
Western,1,1910,1,17
Mystery,0,1910,0,18
Foreign,0,1910,0,19
TV Movie,0,1910,0,20
Documentary,47,1911,47,1
Fantasy,46,1911,44,2
Comedy,44,1911,41,3
Drama,17,1911,16,4
Horror,16,1911,16,5
Adventure,8,1911,7,6
Action,7,1911,7,7
Science Fiction,7,1911,7,8
Animation,5,1911,4,9
Crime,4,1911,4,10
Family,3,1911,3,11
Romance,3,1911,3,12
History,3,1911,3,13
War,2,1911,2,14
Thriller,2,1911,2,15
Music,2,1911,2,16
Western,1,1911,1,17
Mystery,0,1911,0,18
Foreign,0,1911,0,19
TV Movie,0,1911,0,20
Documentary,47,1912,47,1
Fantasy,47,1912,46,2
Comedy,46,1912,44,3
Drama,23,1912,17,4
Horror,16,1912,16,5
Adventure,9,1912,8,6
Science Fiction,8,1912,7,7
Action,7,1912,7,8
Animation,6,1912,5,9
Crime,5,1912,4,10
History,4,1912,3,11
Family,3,1912,3,12
Romance,3,1912,3,13
Thriller,2,1912,2,14
War,2,1912,2,15
Music,2,1912,2,16
Western,1,1912,1,17
Mystery,0,1912,0,18
Foreign,0,1912,0,19
TV Movie,0,1912,0,20
Documentary,47,1913,47,1
Fantasy,47,1913,47,2
Comedy,46,1913,46,3
Drama,31,1913,23,4
Horror,17,1913,16,5
Action,9,1913,7,6
Adventure,9,1913,9,7
Science Fiction,8,1913,8,8
Crime,8,1913,5,9
Animation,6,1913,6,10
History,4,1913,4,11
Family,3,1913,3,12
Romance,3,1913,3,13
Thriller,2,1913,2,14
War,2,1913,2,15
Music,2,1913,2,16
Western,2,1913,1,17
Mystery,0,1913,0,18
Foreign,0,1913,0,19
TV Movie,0,1913,0,20
Comedy,56,1914,46,1
Fantasy,48,1914,47,2
Documentary,47,1914,47,3
Drama,40,1914,31,4
Horror,18,1914,17,5
Crime,10,1914,8,6
Action,9,1914,9,7
Adventure,9,1914,9,8
Science Fiction,8,1914,8,9
Animation,7,1914,6,10
History,6,1914,4,11
Romance,4,1914,3,12
Western,3,1914,2,13
Family,3,1914,3,14
Thriller,2,1914,2,15
Music,2,1914,2,16
War,2,1914,2,17
Mystery,1,1914,0,18
Foreign,0,1914,0,19
TV Movie,0,1914,0,20
Comedy,67,1915,56,1
Drama,54,1915,40,2
Fantasy,50,1915,48,3
Documentary,47,1915,47,4
Horror,18,1915,18,5
Crime,12,1915,10,6
Action,10,1915,9,7
Adventure,9,1915,9,8
Animation,9,1915,7,9
History,8,1915,6,10
Science Fiction,8,1915,8,11
Romance,7,1915,4,12
War,6,1915,2,13
Western,4,1915,3,14
Family,4,1915,3,15
Music,2,1915,2,16
Thriller,2,1915,2,17
Mystery,1,1915,1,18
Foreign,0,1915,0,19
TV Movie,0,1915,0,20
Comedy,80,1916,67,1
Drama,64,1916,54,2
Fantasy,51,1916,50,3
Documentary,47,1916,47,4
Horror,19,1916,18,5
Crime,14,1916,12,6
Adventure,11,1916,9,7
Action,11,1916,10,8
Animation,10,1916,9,9
Romance,10,1916,7,10
Science Fiction,9,1916,8,11
History,8,1916,8,12
War,6,1916,6,13
Western,6,1916,4,14
Family,4,1916,4,15
Mystery,3,1916,1,16
Music,2,1916,2,17
Thriller,2,1916,2,18
Foreign,0,1916,0,19
TV Movie,0,1916,0,20
Comedy,89,1917,80,1
Drama,71,1917,64,2
Fantasy,52,1917,51,3
Documentary,47,1917,47,4
Horror,19,1917,19,5
Crime,14,1917,14,6
Action,12,1917,11,7
Adventure,11,1917,11,8
Romance,11,1917,10,9
Animation,10,1917,10,10
Science Fiction,9,1917,9,11
History,8,1917,8,12
Western,7,1917,6,13
War,6,1917,6,14
Family,4,1917,4,15
Mystery,3,1917,3,16
Music,2,1917,2,17
Thriller,2,1917,2,18
Foreign,0,1917,0,19
TV Movie,0,1917,0,20
Comedy,95,1918,89,1
Drama,82,1918,71,2
Fantasy,53,1918,52,3
Documentary,47,1918,47,4
Horror,19,1918,19,5
Crime,14,1918,14,6
Romance,13,1918,11,7
Action,12,1918,12,8
Adventure,11,1918,11,9
Animation,10,1918,10,10
History,9,1918,8,11
Science Fiction,9,1918,9,12
War,7,1918,6,13
Western,7,1918,7,14
Family,4,1918,4,15
Mystery,3,1918,3,16
Music,2,1918,2,17
Thriller,2,1918,2,18
Foreign,0,1918,0,19
TV Movie,0,1918,0,20
Comedy,105,1919,95,1
Drama,94,1919,82,2
Fantasy,54,1919,53,3
Documentary,48,1919,47,4
Horror,20,1919,19,5
Romance,16,1919,13,6
Crime,14,1919,14,7
Adventure,14,1919,11,8
Action,13,1919,12,9
Animation,10,1919,10,10
History,10,1919,9,11
Science Fiction,9,1919,9,12
Western,8,1919,7,13
War,8,1919,7,14
Mystery,4,1919,3,15
Family,4,1919,4,16
Music,2,1919,2,17
Thriller,2,1919,2,18
Foreign,0,1919,0,19
TV Movie,0,1919,0,20
Comedy,116,1920,105,1
Drama,110,1920,94,2
Fantasy,54,1920,54,3
Documentary,48,1920,48,4
Horror,24,1920,20,5
Romance,22,1920,16,6
Adventure,17,1920,14,7
Action,16,1920,13,8
Crime,16,1920,14,9
Western,11,1920,8,10
History,11,1920,10,11
Science Fiction,11,1920,9,12
Animation,10,1920,10,13
War,8,1920,8,14
Mystery,4,1920,4,15
Family,4,1920,4,16
Thriller,4,1920,2,17
Music,2,1920,2,18
Foreign,0,1920,0,19
TV Movie,0,1920,0,20
Comedy,133,1921,116,1
Drama,128,1921,110,2
Fantasy,57,1921,54,3
Documentary,48,1921,48,4
Horror,27,1921,24,5
Romance,27,1921,22,6
Adventure,20,1921,17,7
Action,19,1921,16,8
Crime,19,1921,16,9
History,12,1921,11,10
Western,11,1921,11,11
Animation,11,1921,10,12
Science Fiction,11,1921,11,13
War,9,1921,8,14
Thriller,5,1921,4,15
Mystery,4,1921,4,16
Family,4,1921,4,17
Music,2,1921,2,18
Foreign,0,1921,0,19
TV Movie,0,1921,0,20
Comedy,143,1922,133,1
Drama,140,1922,128,2
Fantasy,60,1922,57,3
Documentary,50,1922,48,4
Romance,32,1922,27,5
Horror,29,1922,27,6
Adventure,22,1922,20,7
Crime,21,1922,19,8
Action,20,1922,19,9
History,13,1922,12,10
Western,12,1922,11,11
Animation,12,1922,11,12
Science Fiction,11,1922,11,13
War,9,1922,9,14
Thriller,7,1922,5,15
Mystery,6,1922,4,16
Family,5,1922,4,17
Music,2,1922,2,18
Foreign,0,1922,0,19
TV Movie,0,1922,0,20
Drama,154,1923,140,1
Comedy,153,1923,143,2
Fantasy,63,1923,60,3
Documentary,50,1923,50,4
Romance,38,1923,32,5
Horror,32,1923,29,6
Adventure,24,1923,22,7
Crime,21,1923,21,8
Action,20,1923,20,9
Animation,13,1923,12,10
History,13,1923,13,11
Western,12,1923,12,12
Science Fiction,11,1923,11,13
War,9,1923,9,14
Thriller,8,1923,7,15
Mystery,6,1923,6,16
Family,6,1923,5,17
Music,2,1923,2,18
Foreign,0,1923,0,19
TV Movie,0,1923,0,20
Drama,175,1924,154,1
Comedy,161,1924,153,2
Fantasy,70,1924,63,3
Documentary,53,1924,50,4
Romance,42,1924,38,5
Horror,34,1924,32,6
Adventure,30,1924,24,7
Action,23,1924,20,8
Crime,23,1924,21,9
Animation,15,1924,13,10
History,14,1924,13,11
Western,13,1924,12,12
Science Fiction,13,1924,11,13
War,9,1924,9,14
Thriller,9,1924,8,15
Mystery,7,1924,6,16
Family,7,1924,6,17
Music,2,1924,2,18
Foreign,0,1924,0,19
TV Movie,0,1924,0,20
Drama,198,1925,175,1
Comedy,176,1925,161,2
Fantasy,72,1925,70,3
Documentary,55,1925,53,4
Romance,52,1925,42,5
Horror,36,1925,34,6
Adventure,35,1925,30,7
Crime,26,1925,23,8
Action,24,1925,23,9
Western,17,1925,13,10
Animation,16,1925,15,11
History,15,1925,14,12
Science Fiction,15,1925,13,13
War,11,1925,9,14
Thriller,9,1925,9,15
Family,8,1925,7,16
Mystery,7,1925,7,17
Music,2,1925,2,18
Foreign,0,1925,0,19
TV Movie,0,1925,0,20
Drama,229,1926,198,1
Comedy,189,1926,176,2
Fantasy,75,1926,72,3
Romance,68,1926,52,4
Documentary,60,1926,55,5
Horror,41,1926,36,6
Adventure,41,1926,35,7
Action,30,1926,24,8
Crime,28,1926,26,9
Western,21,1926,17,10
Animation,17,1926,16,11
History,16,1926,15,12
Science Fiction,15,1926,15,13
War,13,1926,11,14
