name,value,year,lastValue,rank
Buster Keaton,16,1922,0,5
Charlie Chaplin,37,1923,0,1
Edna Purviance,28,1923,1,2
Buster Keaton,23,1923,4,3
Leo White,16,1923,2,4
Albert Austin,16,1923,3,5
Charlie Chaplin,39,1924,0,1
Edna Purviance,29,1924,1,2
Buster Keaton,27,1924,2,3
Joe Roberts,19,1924,0,4
Leo White,17,1924,3,5
Charlie Chaplin,31,1925,0,1
Edna Purviance,29,1925,1,2
Buster Keaton,29,1925,2,3
Joe Roberts,19,1925,3,4
Leo White,17,1925,4,5
Buster Keaton,31,1926,2,1
Charlie Chaplin,23,1926,0,2
Edna Purviance,20,1926,1,3
Joe Roberts,19,1926,3,4
Albert Austin,17,1926,0,5
Buster Keaton,33,1927,0,1
Joe Roberts,19,1927,3,2
Charlie Chaplin,14,1927,1,3
Harold Lloyd,14,1927,0,4
Edna Purviance,12,1927,2,5
Buster Keaton,32,1928,0,1
Joe Roberts,19,1928,1,2
Harold Lloyd,15,1928,3,3
Joe Keaton,11,1928,0,4
Charlie Chaplin,10,1928,2,5
Buster Keaton,33,1929,0,1
Joe Roberts,19,1929,1,2
Harold Lloyd,16,1929,2,3
Joe Keaton,10,1929,3,4
Edward F. Cline,10,1929,0,5
Buster Keaton,34,1930,0,1
Joe Roberts,19,1930,1,2
Harold Lloyd,14,1930,2,3
Joe Keaton,10,1930,3,4
Edward F. Cline,10,1930,4,5
Buster Keaton,29,1931,0,1
Joe Roberts,15,1931,1,2
Harold Lloyd,13,1931,2,3
William Haines,10,1931,0,4
Virginia Fox,9,1931,0,5
Buster Keaton,25,1932,0,1
Harold Lloyd,11,1932,2,2
William Haines,11,1932,3,3
Joe Roberts,10,1932,1,4
Oliver Hardy,8,1932,0,5
Buster Keaton,20,1933,0,1
William Haines,12,1933,2,2
Harold Lloyd,10,1933,1,3
Oliver Hardy,10,1933,4,4
Stan Laurel,9,1933,0,5
Buster Keaton,17,1934,0,1
Oliver Hardy,12,1934,3,2
William Haines,11,1934,1,3
Stan Laurel,11,1934,4,4
Jean Harlow,9,1934,0,5
Buster Keaton,16,1935,0,1
Oliver Hardy,14,1935,1,2
Stan Laurel,13,1935,3,3
William Haines,11,1935,2,4
Henry Armetta,10,1935,0,5
Buster Keaton,14,1936,0,1
Stan Laurel,14,1936,2,2
Oliver Hardy,14,1936,1,3
Frank McHugh,13,1936,0,4
Ginger Rogers,12,1936,0,5
Stan Laurel,16,1937,1,1
Oliver Hardy,16,1937,2,2
Frank McHugh,15,1937,3,3
Ginger Rogers,14,1937,4,4
Bess Flowers,13,1937,0,5
Bess Flowers,18,1938,4,1
Stan Laurel,17,1938,0,2
Oliver Hardy,17,1938,1,3
Ginger Rogers,16,1938,3,4
Frank McHugh,16,1938,2,5
Bess Flowers,20,1939,0,1
Ginger Rogers,19,1939,3,2
Stan Laurel,17,1939,1,3
Oliver Hardy,17,1939,2,4
Frank McHugh,17,1939,4,5
Bess Flowers,27,1940,0,1
Ginger Rogers,20,1940,1,2
Charles Lane,20,1940,0,3
Irving Bacon,19,1940,0,4
Myrna Loy,17,1940,0,5
Bess Flowers,33,1941,0,1
Irving Bacon,25,1941,3,2
Charles Lane,23,1941,2,3
Bert Moorhouse,21,1941,0,4
Ginger Rogers,20,1941,1,5
Bess Flowers,38,1942,0,1
Irving Bacon,29,1942,1,2
Charles Lane,25,1942,2,3
Bert Moorhouse,23,1942,3,4
Allen Jenkins,21,1942,0,5
Bess Flowers,40,1943,0,1
Irving Bacon,29,1943,1,2
Ginger Rogers,25,1943,0,3
Charles Lane,24,1943,2,4
Bert Moorhouse,24,1943,3,5
Bess Flowers,44,1944,0,1
Irving Bacon,29,1944,1,2
Bert Moorhouse,25,1944,4,3
Edward Gargan,23,1944,0,4
Charles Lane,21,1944,3,5
Bess Flowers,43,1945,0,1
Irving Bacon,28,1945,1,2
Bert Moorhouse,23,1945,2,3
Edward Gargan,22,1945,3,4
Grady Sutton,21,1945,0,5
Bess Flowers,46,1946,0,1
Irving Bacon,31,1946,1,2
Edward Gargan,21,1946,3,3
Bert Moorhouse,21,1946,2,4
Grady Sutton,21,1946,4,5
Bess Flowers,43,1947,0,1
Irving Bacon,30,1947,1,2
Jack Carson,20,1947,0,3
Grady Sutton,20,1947,4,4
Chester Clute,20,1947,0,5
Bess Flowers,44,1948,0,1
Irving Bacon,30,1948,1,2
Harry Davenport,21,1948,0,3
Chester Clute,20,1948,4,4
Edward Gargan,20,1948,0,5
Bess Flowers,46,1949,0,1
Irving Bacon,28,1949,1,2
Chester Clute,19,1949,3,3
Harry Davenport,19,1949,2,4
Jimmy Conlin,17,1949,0,5
Bess Flowers,40,1950,0,1
Irving Bacon,23,1950,1,2
Chester Clute,19,1950,2,3
Bud Abbott,19,1950,0,4
Lou Costello,19,1950,0,5
Bess Flowers,37,1951,0,1
Bud Abbott,20,1951,3,2
Lou Costello,20,1951,4,3
Irving Bacon,18,1951,1,4
Harry Davenport,16,1951,0,5
Bess Flowers,34,1952,0,1
Bud Abbott,17,1952,1,2
Lou Costello,17,1952,2,3
Bing Crosby,16,1952,0,4
Irving Bacon,15,1952,3,5
Bess Flowers,34,1953,0,1
Leo Gorcey,18,1953,0,2
Huntz Hall,18,1953,0,3
Paul Harvey,17,1953,0,4
Bud Abbott,16,1953,1,5
Bess Flowers,35,1954,0,1
Leo Gorcey,22,1954,1,2
Huntz Hall,22,1954,2,3
Paul Harvey,17,1954,3,4
Bud Abbott,17,1954,4,5
Bess Flowers,34,1955,0,1
Leo Gorcey,23,1955,1,2
Huntz Hall,23,1955,2,3
Paul Harvey,17,1955,3,4
Bud Abbott,15,1955,4,5
Bess Flowers,32,1956,0,1
Leo Gorcey,27,1956,1,2
Huntz Hall,27,1956,2,3
Bernard Gorcey,19,1956,0,4
Paul Harvey,18,1956,3,5
Bess Flowers,34,1957,0,1
Leo Gorcey,28,1957,1,2
Huntz Hall,28,1957,2,3
Bernard Gorcey,19,1957,3,4
Paul Harvey,17,1957,4,5
Bess Flowers,31,1958,0,1
Huntz Hall,28,1958,2,2
Leo Gorcey,27,1958,1,3
Bernard Gorcey,18,1958,3,4
David Gorcey,15,1958,0,5
Bess Flowers,30,1959,0,1
Huntz Hall,26,1959,1,2
Leo Gorcey,25,1959,2,3
Bernard Gorcey,18,1959,3,4
Jerry Lewis,16,1959,0,5
Bess Flowers,30,1960,0,1
Huntz Hall,22,1960,1,2
Leo Gorcey,21,1960,2,3
Jerry Lewis,18,1960,4,4
Totò,18,1960,0,5
Bess Flowers,30,1961,0,1
Jerry Lewis,19,1961,3,2
Huntz Hall,18,1961,1,3
Totò,18,1961,4,4
Leo Gorcey,17,1961,2,5
Bess Flowers,32,1962,0,1
Jerry Lewis,21,1962,1,2
Dean Martin,17,1962,0,3
Debbie Reynolds,16,1962,0,4
Totò,16,1962,3,5
Bess Flowers,30,1963,0,1
Jerry Lewis,19,1963,1,2
Totò,17,1963,4,3
Dean Martin,16,1963,2,4
Alberto Sordi,15,1963,0,5
Bess Flowers,26,1964,0,1
Jerry Lewis,20,1964,1,2
Totò,17,1964,2,3
Alberto Sordi,16,1964,4,4
Peter Sellers,16,1964,0,5
Bess Flowers,24,1965,0,1
Jerry Lewis,20,1965,1,2
Peter Sellers,19,1965,4,3
Dean Martin,16,1965,0,4
Frank Sinatra,16,1965,0,5
Bess Flowers,22,1966,0,1
Jerry Lewis,20,1966,1,2
Peter Sellers,19,1966,2,3
Jack Lemmon,14,1966,0,4
Frank Sinatra,14,1966,4,5
Peter Sellers,21,1967,2,1
Jerry Lewis,20,1967,1,2
Bess Flowers,19,1967,0,3
Jack Lemmon,14,1967,3,4
Dean Martin,14,1967,0,5
Peter Sellers,22,1968,0,1
Jerry Lewis,20,1968,1,2
Bess Flowers,16,1968,2,3
Louis de Funes,16,1968,0,4
Elvis Presley,16,1968,0,5
Peter Sellers,23,1969,0,1
Jerry Lewis,18,1969,1,2
Terry-Thomas,18,1969,0,3
Elvis Presley,18,1969,4,4
Louis de Funes,16,1969,3,5
Peter Sellers,21,1970,0,1
Elvis Presley,19,1970,3,2
Terry-Thomas,18,1970,2,3
Dean Martin,16,1970,0,4
Jerry Lewis,16,1970,1,5
Peter Sellers,20,1971,0,1
Elvis Presley,18,1971,1,2
Louis de Funes,18,1971,0,3
Terry-Thomas,16,1971,2,4
Ugo Tognazzi,15,1971,0,5
Louis de Funes,21,1972,2,1
Peter Sellers,20,1972,0,2
Elvis Presley,17,1972,1,3
Terry-Thomas,17,1972,3,4
Charles Hawtrey,17,1972,0,5
Louis de Funes,20,1973,0,1
Charles Hawtrey,19,1973,4,2
Terry-Thomas,18,1973,3,3
Peter Sellers,17,1973,1,4
Kenneth Williams,16,1973,0,5
Louis de Funes,20,1974,0,1
Charles Hawtrey,17,1974,1,2
Joan Sims,16,1974,0,3
Terry-Thomas,16,1974,2,4
Kenneth Williams,15,1974,4,5
Louis de Funes,17,1975,0,1
Terry-Thomas,16,1975,3,2
Charles Hawtrey,15,1975,1,3
Joan Sims,15,1975,2,4
Bernard Bresslaw,13,1975,0,5
Joan Sims,17,1976,3,1
Bernard Bresslaw,15,1976,4,2
Charles Hawtrey,15,1976,2,3
Terry-Thomas,14,1976,1,4
Kenneth Williams,14,1976,0,5
Joan Sims,15,1977,0,1
Walter Matthau,12,1977,0,2
Charles Hawtrey,12,1977,2,3
Bernard Bresslaw,12,1977,1,4
Vittorio Gassman,12,1977,0,5
Bud Spencer,14,1978,0,1
Joan Sims,13,1978,0,2
Vittorio Gassman,12,1978,4,3
Ugo Tognazzi,12,1978,0,4
Walter Matthau,11,1978,1,5
Bud Spencer,16,1979,0,1
Ugo Tognazzi,13,1979,3,2
Joan Sims,12,1979,1,3
Burt Reynolds,12,1979,0,4
Walter Matthau,11,1979,4,5
Bud Spencer,17,1980,0,1
Burt Reynolds,13,1980,3,2
Ugo Tognazzi,12,1980,1,3
Dom DeLuise,12,1980,0,4
Donald Sutherland,11,1980,0,5
Bud Spencer,18,1981,0,1
Burt Reynolds,15,1981,1,2
Dom DeLuise,14,1981,3,3
Ugo Tognazzi,13,1981,2,4
Richard Pryor,13,1981,0,5
Bud Spencer,19,1982,0,1
Burt Reynolds,17,1982,1,2
Dom DeLuise,15,1982,2,3
Madeline Kahn,14,1982,0,4
Dick Miller,14,1982,0,5
Bud Spencer,19,1983,0,1
Burt Reynolds,17,1983,1,2
Richard Pryor,16,1983,0,3
Dom DeLuise,15,1983,2,4
Madeline Kahn,13,1983,3,5
Burt Reynolds,20,1984,1,1
Bud Spencer,19,1984,0,2
Richard Pryor,18,1984,2,3
Dom DeLuise,15,1984,3,4
Dick Miller,14,1984,0,5
Burt Reynolds,21,1985,0,1
Bud Spencer,18,1985,1,2
Richard Pryor,17,1985,2,3
Dom DeLuise,16,1985,3,4
Jackie Chan,14,1985,0,5
Richard Pryor,18,1986,2,1
Burt Reynolds,18,1986,0,2
Jackie Chan,18,1986,4,3
Bud Spencer,17,1986,1,4
Dom DeLuise,15,1986,3,5
Jackie Chan,19,1987,2,1
Bud Spencer,17,1987,3,2
Burt Reynolds,16,1987,1,3
Richard Pryor,15,1987,0,4
Dom DeLuise,15,1987,4,5
Jackie Chan,19,1988,0,1
Burt Reynolds,15,1988,2,2
Dom DeLuise,15,1988,4,3
Bud Spencer,15,1988,1,4
John Candy,15,1988,0,5
John Candy,18,1989,4,1
Jackie Chan,17,1989,0,2
Dan Aykroyd,17,1989,0,3
Chevy Chase,15,1989,0,4
Richard Pryor,14,1989,0,5
John Candy,20,1990,0,1
Chevy Chase,17,1990,3,2
Dan Aykroyd,17,1990,2,3
Jackie Chan,17,1990,1,4
Wallace Shawn,16,1990,0,5
John Candy,20,1991,0,1
Dan Aykroyd,17,1991,2,2
Jackie Chan,15,1991,3,3
Wallace Shawn,15,1991,4,4
Chevy Chase,14,1991,1,5
John Candy,23,1992,0,1
Dan Aykroyd,18,1992,1,2
Christopher Lloyd,16,1992,0,3
Wallace Shawn,15,1992,3,4
Jackie Chan,14,1992,2,5
John Candy,24,1993,0,1
Dan Aykroyd,18,1993,1,2
Wallace Shawn,17,1993,3,3
Chevy Chase,16,1993,0,4
Christopher Lloyd,16,1993,2,5
John Candy,24,1994,0,1
Dan Aykroyd,17,1994,1,2
Christopher Lloyd,16,1994,4,3
Phil Hartman,15,1994,0,4
Tom Hanks,15,1994,0,5
John Candy,24,1995,0,1
Dan Aykroyd,18,1995,1,2
Christopher Lloyd,17,1995,2,3
Chevy Chase,16,1995,0,4
Paolo Villaggio,16,1995,0,5
John Candy,21,1996,0,1
Dan Aykroyd,19,1996,1,2
Whoopi Goldberg,18,1996,0,3
Phil Hartman,17,1996,0,4
Steve Buscemi,17,1996,0,5
Dan Aykroyd,24,1997,1,1
Whoopi Goldberg,22,1997,2,2
John Candy,19,1997,0,3
Steve Buscemi,17,1997,4,4
Phil Hartman,16,1997,3,5
Dan Aykroyd,24,1998,0,1
Whoopi Goldberg,21,1998,1,2
Steve Buscemi,18,1998,3,3
John Candy,17,1998,2,4
Michael McKean,16,1998,0,5
Whoopi Goldberg,22,1999,1,1
Steve Buscemi,21,1999,2,2
Dan Aykroyd,21,1999,0,3
Denis Leary,19,1999,0,4
Larry Miller,17,1999,0,5
Whoopi Goldberg,22,2000,0,1
Dan Aykroyd,20,2000,2,2
Denis Leary,20,2000,3,3
Robin Williams,19,2000,0,4
Larry Miller,18,2000,4,5
Whoopi Goldberg,23,2001,0,1
Denis Leary,21,2001,2,2
Dan Aykroyd,21,2001,1,3
Janeane Garofalo,19,2001,0,4
Larry Miller,18,2001,4,5
Whoopi Goldberg,23,2002,0,1
Dan Aykroyd,21,2002,2,2
Denis Leary,21,2002,1,3
Steve Buscemi,20,2002,0,4
Janeane Garofalo,20,2002,3,5
Denis Leary,23,2003,2,1
Whoopi Goldberg,22,2003,0,2
Kevin Pollak,21,2003,0,3
Dan Aykroyd,21,2003,1,4
Steve Buscemi,21,2003,3,5
Steve Buscemi,22,2004,4,1
Dan Aykroyd,22,2004,3,2
Janeane Garofalo,22,2004,0,3
Denis Leary,21,2004,0,4
Michael McKean,20,2004,0,5
Ben Stiller,26,2005,0,1
Janeane Garofalo,23,2005,2,2
Dan Aykroyd,22,2005,1,3
Whoopi Goldberg,21,2005,0,4
Jennifer Tilly,21,2005,0,5
Ben Stiller,25,2006,0,1
Jennifer Tilly,22,2006,4,2
Will Ferrell,22,2006,0,3
Whoopi Goldberg,21,2006,3,4
Luke Wilson,21,2006,0,5
Will Ferrell,26,2007,2,1
Ben Stiller,24,2007,0,2
Luke Wilson,23,2007,4,3
Molly Shannon,23,2007,0,4
Eugene Levy,22,2007,0,5
Molly Shannon,26,2008,3,1
Ben Stiller,25,2008,1,2
Will Ferrell,25,2008,0,3
Luke Wilson,24,2008,2,4
David Koechner,24,2008,0,5
David Koechner,27,2009,4,1
Will Ferrell,26,2009,2,2
Molly Shannon,25,2009,0,3
Ben Stiller,23,2009,1,4
Eugene Levy,22,2009,0,5
David Koechner,30,2010,0,1
Will Ferrell,25,2010,1,2
Patton Oswalt,25,2010,0,3
Luke Wilson,23,2010,0,4
Ben Stiller,23,2010,3,5
David Koechner,30,2011,0,1
Frank Welker,26,2011,0,2
Will Ferrell,26,2011,1,3
Paul Rudd,25,2011,0,4
Justin Long,25,2011,0,5
David Koechner,31,2012,0,1
Patton Oswalt,27,2012,0,2
Justin Long,26,2012,4,3
Will Ferrell,26,2012,2,4
David Cross,25,2012,0,5
David Koechner,31,2013,0,1
Will Ferrell,29,2013,3,2
Jane Lynch,28,2013,0,3
Patton Oswalt,28,2013,1,4
Justin Long,27,2013,2,5
David Koechner,32,2014,0,1
Justin Long,30,2014,4,2
Jane Lynch,30,2014,2,3
Will Ferrell,29,2014,1,4
Paul Rudd,29,2014,0,5
David Koechner,31,2015,0,1
Justin Long,31,2015,1,2
Jonah Hill,30,2015,0,3
Jane Lynch,29,2015,2,4
Paul Rudd,27,2015,4,5
David Koechner,32,2016,0,1
Justin Long,30,2016,1,2
Patton Oswalt,29,2016,0,3
Jonah Hill,29,2016,2,4
Bill Hader,29,2016,0,5
Bill Hader,32,2017,4,1
Kristen Wiig,31,2017,0,2
Patton Oswalt,30,2017,2,3
Seth Rogen,30,2017,0,4
J.K. Simmons,29,2017,0,5
J.K. Simmons,29,2018,4,1
Kristen Wiig,28,2018,1,2
Bill Hader,28,2018,0,3
Seth Rogen,27,2018,3,4
Kevin Hart,27,2018,0,5
